37.45,-77.42
37.45,-77.43
37.45,-77.44
37.46,-77.42
37.46,-77.43
37.46,-77.44
37.46,-77.45
37.46,-77.46
37.46,-77.47
37.46,-77.48
37.46,-77.49
37.46,-77.50
37.47,-77.42
37.47,-77.43
37.47,-77.44
37.47,-77.45
37.47,-77.46
37.47,-77.47
37.47,-77.48
37.47,-77.49
37.47,-77.50
37.47,-77.51
37.48,-77.42
37.48,-77.43
37.48,-77.44
37.48,-77.45
37.48,-77.46
37.48,-77.47
37.48,-77.48
37.48,-77.49
37.48,-77.50
37.48,-77.51
37.48,-77.52
37.49,-77.42
37.49,-77.43
37.49,-77.44
37.49,-77.45
37.49,-77.46
37.49,-77.47
37.49,-77.48
37.49,-77.49
37.49,-77.50
37.49,-77.51
37.49,-77.52
37.50,-77.42
37.50,-77.43
37.50,-77.44
37.50,-77.45
37.50,-77.46
37.50,-77.47
37.50,-77.48
37.50,-77.49
37.50,-77.50
37.50,-77.51
37.50,-77.52
37.51,-77.39
37.51,-77.40
37.51,-77.41
37.51,-77.42
37.51,-77.43
37.51,-77.44
37.51,-77.45
37.51,-77.46
37.51,-77.47
37.51,-77.48
37.51,-77.49
37.51,-77.50
37.51,-77.51
37.51,-77.52
37.51,-77.53
37.52,-77.39
37.52,-77.40
37.52,-77.41
37.52,-77.42
37.52,-77.43
37.52,-77.44
37.52,-77.45
37.52,-77.46
37.52,-77.47
37.52,-77.48
37.52,-77.49
37.52,-77.50
37.52,-77.51
37.52,-77.52
37.52,-77.53
37.53,-77.40
37.53,-77.41
37.53,-77.42
37.53,-77.43
37.53,-77.44
37.53,-77.45
37.53,-77.46
37.53,-77.47
37.53,-77.48
37.53,-77.49
37.53,-77.50
37.53,-77.51
37.53,-77.52
37.53,-77.53
37.54,-77.41
37.54,-77.42
37.54,-77.43
37.54,-77.44
37.54,-77.45
37.54,-77.46
37.54,-77.47
37.54,-77.48
37.54,-77.49
37.54,-77.50
37.54,-77.51
37.54,-77.52
37.54,-77.53
37.54,-77.57
37.54,-77.58
37.54,-77.59
37.55,-77.41
37.55,-77.42
37.55,-77.43
37.55,-77.44
37.55,-77.45
37.55,-77.46
37.55,-77.47
37.55,-77.48
37.55,-77.49
37.55,-77.50
37.55,-77.51
37.55,-77.52
37.55,-77.53
37.55,-77.54
37.55,-77.55
37.55,-77.56
37.55,-77.57
37.55,-77.58
37.55,-77.59
37.56,-77.42
37.56,-77.43
37.56,-77.44
37.56,-77.45
37.56,-77.46
37.56,-77.47
37.56,-77.48
37.56,-77.49
37.56,-77.50
37.56,-77.51
37.56,-77.52
37.56,-77.53
37.56,-77.54
37.56,-77.55
37.56,-77.56
37.56,-77.57
37.56,-77.58
37.56,-77.59
37.57,-77.42
37.57,-77.43
37.57,-77.44
37.57,-77.45
37.57,-77.46
37.57,-77.47
37.57,-77.48
37.57,-77.49
37.57,-77.50
37.57,-77.51
37.57,-77.52
37.57,-77.53
37.57,-77.54
37.57,-77.55
37.58,-77.42
37.58,-77.43
37.58,-77.44
37.58,-77.45
37.58,-77.46
37.58,-77.47
37.58,-77.48
37.58,-77.49
37.58,-77.50
37.58,-77.51
37.58,-77.52
37.58,-77.53
37.58,-77.54
37.59,-77.43
37.59,-77.44
37.59,-77.45
37.59,-77.46
37.59,-77.47
37.59,-77.48
37.59,-77.49
37.59,-77.50
37.59,-77.51
37.60,-77.44
37.60,-77.45
37.60,-77.46
37.60,-77.47
37.60,-77.4,
