"39.77,-104.78"
"39.77,-104.79"
"39.77,-104.80"
"39.77,-104.81"
"39.77,-104.82"
"39.77,-104.83"
"39.77,-104.84"
"39.77,-104.85"
"39.77,-104.86"
"39.77,-104.87"
"39.77,-104.88"
"39.77,-104.89"
"39.77,-104.90"
"39.77,-104.91"
"39.77,-104.92"
"39.77,-104.93"
"39.77,-104.94"
"39.77,-104.95"
"39.77,-104.96"
"39.77,-104.97"
"39.77,-104.98"
"39.77,-104.99"
"39.77,-105.00"
"39.77,-105.01"
"39.77,-105.02"
"39.77,-105.03"
"39.77,-105.04"
"39.77,-105.05"
"39.78,-104.76"
"39.78,-104.77"
"39.78,-104.78"
"39.78,-104.79"
"39.78,-104.80"
"39.78,-104.81"
"39.78,-104.82"
"39.78,-104.83"
"39.78,-104.84"
"39.78,-104.85"
"39.78,-104.86"
"39.78,-104.87"
"39.78,-104.88"
"39.78,-104.89"
"39.78,-104.90"
"39.78,-104.91"
"39.78,-104.92"
"39.78,-104.93"
"39.78,-104.94"
"39.78,-104.95"
"39.78,-104.96"
"39.78,-104.97"
"39.78,-104.98"
"39.78,-104.99"
"39.78,-105.00"
"39.78,-105.01"
"39.78,-105.02"
"39.78,-105.03"
"39.78,-105.04"
"39.78,-105.05"
"39.79,-104.76"
"39.79,-104.77"
"39.79,-104.78"
"39.79,-104.79"
"39.79,-104.80"
"39.79,-104.81"
"39.79,-104.82"
"39.79,-104.83"
"39.79,-104.84"
"39.79,-104.85"
"39.79,-104.86"
"39.79,-104.87"
"39.79,-104.88"
"39.79,-104.89"
"39.79,-104.90"
"39.79,-104.91"
"39.79,-104.92"
"39.79,-104.93"
"39.79,-104.94"
"39.79,-104.95"
"39.79,-104.96"
"39.79,-104.97"
"39.79,-104.98"
"39.79,-104.99"
"39.79,-105.00"
"39.79,-105.01"
"39.79,-105.02"
"39.79,-105.03"
"39.79,-105.04"
"39.79,-105.05"
"39.80,-104.76"
"39.80,-104.77"
"39.80,-104.78"
"39.80,-104.79"
"39.80,-104.80"
"39.80,-104.81"
"39.80,-104.82"
"39.80,-104.83"
"39.80,-104.84"
"39.80,-104.85"
"39.80,-104.86"
"39.80,-104.87"
"39.80,-104.88"
"39.80,-104.89"
"39.80,-104.90"
"39.80,-104.91"
"39.80,-104.92"
"39.80,-104.93"
"39.80,-104.94"
"39.80,-104.95"
"39.80,-104.96"
"39.80,-104.97"
"39.80,-104.98"
"39.80,-104.99"
"39.80,-105.00"
"39.80,-105.01"
"39.80,-105.02"
"39.80,-105.03"
"39.80,-105.04"
"39.80,-105.05"
